packet_id,is_malware,latency_ns
868,0,13750
869,0,13673
870,0,13510
871,0,13554
872,0,13511
873,0,14083
874,0,13313
875,0,13503
876,0,13824
877,0,13273
878,0,13342
879,0,13267
880,0,13423
881,0,13565
882,0,13364
883,0,13435
884,0,13647
885,0,13753
886,0,13610
887,0,13508
888,0,13210
889,0,13303
890,0,13201
891,0,13315
892,0,13387
893,0,13424
894,0,13679
895,0,13501
896,0,13259
897,0,13326
898,0,13384
899,0,13108
900,0,13788
901,0,13323
902,0,13324
903,0,13122
904,0,13443
905,0,13137
906,0,13114
907,0,13298
908,0,13619
909,0,13557
910,0,13212
911,0,13836
912,0,13598
913,0,13841
914,0,14619
915,0,14337
916,0,14109
917,0,14289
918,0,14358
919,0,14951
920,0,14800
921,0,21925
922,0,15051
923,0,13862
924,0,13696
925,0,13663
926,0,13765
927,0,13740
928,0,13430
929,0,13739
930,0,13793
931,0,13683
932,0,13632
933,0,13833
934,0,13296
935,0,13401
936,0,13352
937,0,13324
938,0,13332
939,0,13519
940,0,13430
941,0,13336
942,0,13195
943,0,13575
944,0,13637
945,0,13599
946,0,22621
947,0,15410
948,0,13505
949,0,13151
950,0,13072
951,0,13450
952,0,13163
953,0,13515
954,0,13317
955,0,13798
956,0,13555
957,0,13614
958,0,13424
959,0,14518
960,0,13370
961,0,14013
962,0,13545
963,0,13692
964,0,13289
965,0,13645
966,0,13521
967,0,13797
968,0,13514
969,0,13406
970,0,20741
971,0,16391
972,0,14886
973,0,14296
974,0,14782
975,0,14248
976,0,14264
977,0,13620
978,0,13131
979,0,83965
980,0,20017
981,0,18274
982,0,16918
983,0,16014
984,0,15263
985,0,15560
986,0,14187
987,0,15695
988,0,15607
989,0,15658
990,0,14301
991,0,14831
992,0,14606
993,0,14826
994,0,14078
995,0,24577
996,0,15446
997,0,16098
998,0,14514
999,0,13993
1000,0,14349
1001,0,15031
1002,0,14375
1003,0,15324
1004,0,14061
1005,0,14549
1006,0,14465
1007,0,14516
1008,0,27631
1009,0,18841
1010,0,15931
